CENTRE_COD,HERD_CODE,ANIMAL_COD,MOUTH_LESI,COM_MOUTH,FOOT_LESIO,COM_FOOT
DTI,106,3,1,"old lesion dorsal tongue RHS, 2x3cm; tip, 2x1.5cm",1,"break in the growth of the hooves all 4 feet, rough interdigital skin on 2 hind feet"
DTI,107,1,0,,0,
DTI,107,2,1,"old lesion dorsal tongue, 4x1cm",0,
DTI,107,3,0,,1,break in the growth of the hooves all 4 feet; roughened interdigital skin on all 4 feet
DTI,107,4,0,,1,break in the growth of the hooves all 4 feet
DTI,107,5,0,,1,break in the growth of the hooves all 4 feet
DTI,107,6,0,,0,
DTI,107,7,0,,1,break in the growth of the hooves all 4 feet; rough interdigital skin all 4 feet
DTI,108,1,0,,0,
DTI,108,2,0,,0,
DTI,108,3,0,,0,
DTI,108,4,0,,0,
DTI,108,5,0,,0,
DTI,108,6,0,,1,puffy/edematous interdigital skin both fore feet
DTI,108,7,0,,0,
DTI,108,8,0,,0,
DTI,108,9,0,,0,
DTI,108,10,0,,0,
DTI,109,1,0,,0,
DTI,109,2,0,,1,rough interdigital skin on all 4 feet
DTI,109,3,0,,1,large cut in hoof of RF
DTI,109,4,0,,1,rough interdigital skin on all 4 feet
DTI,109,5,0,,0,
DTI,109,6,0,,0,
DTI,109,8,0,,0,
DTI,109,9,0,,0,
DTI,109,10,0,,0,
DMA,110,1,0,,0,
DMA,110,2,0,,0,
DMA,110,3,0,,0,
DMA,110,4,0,,0,
DMA,110,5,0,,0,
DMA,110,6,0,,0,
DMA,110,7,0,,0,
DMA,110,8,1,"small lesion dosal tongue, lhs 0.5x0.5cm; rhs 0.5x0.5cm",0,
DMA,110,9,0,,0,
DMA,110,10,0,,1,rough interdigital skin on all 4 feet
DMA,111,1,0,,0,
DMA,111,2,0,,0,
DMA,111,3,0,,0,
DMA,111,4,0,,0,
DMA,111,5,0,,0,
DMA,111,6,0,,0,
DMA,111,7,0,,0,
DMA,112,1,0,,0,
DMA,112,2,0,,0,
DMA,112,3,0,,0,
DMA,112,4,0,,0,
DMA,112,6,0,,0,
DMA,112,7,0,,0,
DMA,113,1,1,old lesion LHS dorsal tongue 2x2cm,0,
DMA,113,2,0,,0,
DMA,113,3,0,,0,
DMA,113,4,0,,0,
DMA,113,5,0,,0,
DMA,113,6,1,"old lesion dorsal tongue, 2.5x2.5cm",1,thickened rough interdigital skin on all 4 feet
DMA,114,1,0,,1,thickened rough interdigital skin on all 4 feet
DMA,114,2,0,,1,rough interdigital skin on LF
DMA,114,3,0,,0,
DMA,114,4,0,,0,
DMA,114,5,0,,0,
DMA,114,6,0,,0,
DMA,114,7,0,,0,
DMA,114,8,0,,0,
DMA,115,1,0,,1,wound interdigital space RF
DMA,115,2,0,,0,
DMA,115,3,0,,0,
DMA,115,4,0,,0,
DMA,115,5,0,,0,
DMA,115,6,0,,0,
DMA,115,7,0,,0,
DAM,116,1,0,,0,
DAM,116,2,0,,0,
DAM,116,3,0,,0,
DAM,116,4,0,,0,
DAM,116,5,0,,0,
DAM,116,6,0,,0,
DAM,116,7,0,,0,
DAM,116,8,0,,0,
DAM,116,9,0,,0,
DAM,116,10,0,,0,
DAM,117,1,1,"old lesion dorsal tongue, 3x3cm",0,
DAM,117,2,0,,0,
DAM,117,3,0,,0,
DAM,117,4,0,,0,
DAM,117,5,0,,0,
DAM,117,6,0,,0,
DAM,117,7,0,,0,
DAM,117,8,0,,0,
DAM,117,9,0,,0,
DAM,117,10,0,,0,
DDE,119,1,0,,0,
DDE,119,2,0,,0,
DDE,119,3,0,,0,
DDE,119,4,0,,0,
DDE,119,5,0,,0,
DDE,120,1,1,"old lesion LHS dorsal tongue, 2x1cm",0,
DDE,120,2,0,,1,rough interdigital skin on 2 fore feet
DDE,120,3,0,,1,rough interdigital skin on all 4 feet
DDE,120,4,0,,1,rough interdigital skin on all 4 feet
DDE,120,5,0,,0,
DDE,120,6,0,,0,
DDE,120,7,0,,0,
DDE,120,8,0,,0,
DDE,120,9,0,,0,
DDE,120,10,0,,0,
DDE,121,1,1,"old lesion RHS dorsal tongue, 2x3.5cm, LHS, 1x1cm",0,
DDE,121,2,0,,0,
DDE,121,3,0,,0,
DDE,121,4,0,,0,
DDE,121,5,0,,0,
DDE,121,6,1,"small wound dorsal tongue, 0.5x0.5cm",0,
DDE,121,7,0,,0,
DDE,121,8,0,,0,
DDE,121,9,0,,0,
DDE,121,10,0,,0,
VNA,123,1,0,,0,
VNA,123,3,1,"old lesion LHS dorsal tongue, 5x3cm",1,rough interdigital skin on all 4 feet
VNA,123,4,1,"old lesion dorsal tongue, 1x1cm",0,
VNA,123,5,0,,1,roughened interdigital skin on all 4 feet
VNA,123,6,0,,0,
VNA,123,7,1,"old lesion RHS, 3x1.5cm; LHS 3x2cm",0,
VNA,123,8,0,,0,
VNA,123,9,1,"old lesions dorsal tongue, RHS 1x1cm, 2.5x1.5cm and 1.5x1cm LHS",0,
VNA,123,10,0,,0,
VNA,124,1,0,,1,roughened interdigital skin all 4 feet
VNA,124,2,0,,1,puffy and rough interdigital skin all 4 feet
VNA,124,3,0,,0,
VNA,124,4,0,,1,rough interdigital skin all 4 feet
VNA,124,5,1,"old lesion LHS dorsal tongue, 1.5x1cm",0,
VNA,124,6,1,"old lesion LHS dorsal tongue, 1x1cm",0,
VNA,124,7,0,,0,
VNA,124,8,0,,0,
VNA,124,10,1,"old lesion tip dorsal tongue, 0.5x0.5cm",0,
VNE,125,1,0,,0,
VNE,125,2,0,,0,
VNE,125,3,0,,0,
VNE,125,4,0,,0,
VNE,125,5,0,,0,
VNE,125,6,0,,0,
VNE,125,7,0,,0,
VNE,125,8,1,"old lesion LHS dorsal tongue, 0.5x0.5cm",0,
VNE,125,9,0,,0,
VNE,125,10,0,,0,
VNE,126,1,0,,1,rough interdigital skin on both hind feet
VNE,126,2,1,"old lesion dorsal tongue RHS, 2x2cm; dotted lesion on dorsal tongue LHS",1,rough interdigital skin on all 4 feet
VNE,126,3,0,,0,
VNE,126,4,0,,0,
VNE,126,5,1,"old lesion RHS dorsal tongue, 2x0.5cm",0,
VNE,126,6,0,,1,slightly thickened and roughened interdigital skin all 4 feet
VNE,126,7,1,"old lesion RHS dorsal tongue, 2x2cm",0,
VNE,126,8,1,"old lesion RHS dorsal tongue, 0.5x0.5cm",0,
VNE,126,9,1,"old lesion RHS dorsal tongue, 1x1cm and 1x1cm",1,thickened/puffy interdigital skin on all 4 feet
VNE,126,10,0,,0,
VNE,127,1,0,,0,
VNE,127,2,0,,1,break in the growth of the hooves of LF and LH
VNE,127,3,0,,0,
VNE,127,4,0,,1,break in the growth of hooves all 4 feet. Interdigital skin also puffy all 4 feet
VNE,127,5,0,,1,break in growth of hooves all 4 feet
VNE,127,6,0,,1,break in growth of hooves all 4 feet
VNE,127,7,0,,1,break in growth of hooves all 4 feet
VNE,127,8,0,,0,
VNE,127,9,1,old lesion dorsal tongue 4x2cm,1,break in growth of hooves all 4 feet. Puffy interdigital skin all 4 feet
VNE,127,10,0,,1,break in growth of hooves all 4 feet. Slightly 'Puffy' interdigital skin all 4 feet
VBM,128,1,1,"old lesion RHS dorsal tongue, 3x2cm; 2x2cm",1,rough interdigital skin on all 4 feet
VBM,128,2,0,,0,
VBM,128,3,1,"old lesion LHS dorsal tongue, 0.5x0.5cm",0,
VBM,128,4,0,,0,
VBM,128,5,1,"old lesion LHS dorsal tongue, 3x3cm",0,
VBM,128,6,0,,1,slightly puffy interdigital skin all 4 feet
VBM,128,7,0,,0,
VBM,128,8,0,,0,
VBM,128,9,0,,0,
VBM,128,10,1,"old lesion, LHS dorsal tongue, 1x1cm; LHS tip of tongue, 1x1cm",0,
VBM,129,1,0,,1,break in the growth of hooves on 2 hind feet
VBM,129,2,1,crescent shaped cut dorsal tongue at base of dorsum,1,rough interdigital skin all 4 feet
VBM,129,3,1,"old lesion RHS dorsal tongue, 1x0.5cm",0,
VBM,129,4,1,dotted lesions dorsal tongue; old lesion RHS dorsal tongue 1.5x1.5cm,0,
VBM,129,5,0,,1,break in the growth of hooves all 4 feet
VBM,129,6,1,"old lesion dorsal tongue RHS, 1x1cm",1,break in the growth of hooves all 4 feet
VBM,129,7,0,,0,
VBM,129,8,0,,1,slightly puffy interdigital skin on all 4 feet
VBM,129,9,0,,1,break in the growth of hooves on all 4 feet
VBM,129,10,0,,0,
VGH,130,7,0,,1,break in the growth of hooves all 4 feet
VGH,130,8,0,,1,break in the growth of hooves all 4 feet
VGH,130,9,1,"old lesion RHS dorsal tongue, 1x1cm and 1x1cm; LHS 1x1.5cm",1,break in the growth of hooves all 4 feet
VGH,130,10,0,,0,
VGH,130,1,0,,0,
VGH,130,2,0,,1,break in the growth of hooves all 4 feet
VGH,130,3,1,"old lesion LHS dorsal tongue, 2x1cm",1,break in the growth of hooves all 4 feet
VGH,130,4,0,,1,break in the growth of hooves all 4 feet
VGH,130,5,0,,1,break in the growth of hooves all 4 feet
VGH,130,6,0,,1,break in the growth of hooves and thickened interdigital skin all 4 feet
VGH,131,1,0,,0,
VGH,131,2,0,,0,
VGH,131,3,1,"old lesion RHS dorsal tongue, 1.5x1.5cm",0,
VGH,131,4,1,"old lesion RHS dorsal tongue, 0.5x0.5cm",0,
VGH,131,5,1,"old lesion LHS dorsal tongue, 1.5x1cm",1,break in the growth of hooves all 4 feet
VGH,131,6,0,,0,
VGH,131,7,0,,0,
VGH,131,8,1,"old lesion RHS dorsal tongue, 2x1cm",0,
VGH,131,9,0,,0,
VGH,131,10,0,,0,
VGH,132,1,1,"Old lesion dorsal tongue, RHS 1x1cm; LHS 1x1cm",0,
VGH,132,2,0,,0,
VGH,132,3,0,,1,break in growth of hooves all 4 feet
VGH,132,4,0,,1,break in growth of hooves all 4 feet
VGH,132,5,0,,1,break in growth of hooves all 4 feet
VGH,132,6,1,"old lesion dorsal tongue LHS, 2x2cm",0,
VGH,132,7,0,,1,puffy interdigital skin all 4 feet
VGH,132,8,0,,0,
VGH,132,9,1,"old lesion dorsal tongue RHS, 1x2.5cm",0,
VGH,132,10,0,,1,puffy interdigital skin and break in growth of hooves all 4 feet
VGH,133,1,0,,0,
VGH,133,2,0,,0,
VGH,133,3,0,,1,break in growth of hooves all 4 feet
VGH,133,4,1,"old lesion RHS dorsal tongue, 1x1cm",1,break in growth of hooves all 4 feet
VGH,133,5,0,,0,
VGH,133,6,0,,0,
VGH,133,7,1,"old lesion dorsal tongue RHS, 2x1cm",1,rough interdigital skin 2 hind feet
VGH,133,8,0,,0,
VGH,133,9,0,,0,
VGH,133,10,1,"old lesion dorsal tongue, 2x5cm",0,
VGH,134,1,1,"old lesion dorsal tongue, 1x2cm",1,break in growth of hooves all 4 feet
VGH,134,2,0,,0,
VGH,134,3,0,,0,
VGH,134,4,0,,0,
VGH,134,5,0,,0,
VGH,134,6,0,,0,
VGH,134,7,0,,1,slightly puffy interdigital skin all 4 feet
VGH,134,8,0,,1,slightly puffy interdigital skin all 4 feet
VGH,134,9,0,,0,
VNA,135,1,0,,0,
VNA,135,2,0,,1,break in growth of hooves 2 hind
VNA,135,3,0,,1,break in growth of hooves all 4 feet
VNA,135,4,0,,0,
VNA,135,5,0,,1,break in growth of hooves all 4 feet
VNA,135,6,0,,1,break in growth of hooves and puffy interdigital skin all 4 feet
VNA,135,7,0,,1,break in growth of hooves 4 feet
VNA,135,8,0,,1,break in growth of hooves 4 feet
VNA,135,9,0,,1,break in growth of hooves 4 feet
MDR,136,1,0,,1,puffy interdigital skin all 4 feet
MDR,136,2,0,,1,puffy interdigital skin all 4 feet
MDR,136,3,0,,1,rough interdigital skin on 2 hind feet
MDR,136,4,1,"old elsion on LHSS dorsal tongue, 2x1cm",1,puffy interdigital skin all 4 feet
MDR,136,5,0,,0,
MDR,136,6,0,,0,
MDR,136,7,0,,1,puffy interdigital skin all 4 feet
MDR,136,8,0,,0,
MDR,136,9,0,,0,
MDR,137,1,0,,0,
MDR,137,2,0,,0,
MDR,137,3,0,,1,puffy interdigital skin all 4 feet
MDR,137,4,1,"old lesion dorsal tongue, 5x3cm",1,rough interdigital skin all 4 feet
MDR,137,5,0,,0,
MDR,137,6,0,,0,
MDR,137,7,1,"old lesion dorsal tongue LHS 2x2cm; RHS, 2x2cm; base of dorsum 4x2cm",0,
MDR,137,8,0,,1,break in the growth of the hoof LF only
MDR,137,9,1,"old lesion dorsal tongue LHS, 0.50.5cm",1,coronary band very pronounced and white
MDR,137,10,1,"old lesion dorsal tongue, LHS, 2x2cm; RHS 1x1cm; RHS, 1.5x0.5cm",1,rough interdigital skin all 4 feet
MBA,138,1,1,"OLD LESION lhs DORSAL TONGUE, 2.5X1CM",1,break in the growth of hooves and rough interdigital skin all 4 feet
MBA,138,2,0,,1,break in the growth of the hooves
MBA,138,3,0,,0,
MBA,138,4,1,"old lesion dorsal tongue, RHS 3x3cm; RHS dorsum 3x2cm",1,rough interdigital skin all 4 feet
MBA,138,5,0,,1,break in the growth of the hooves and rough interdigital skin all 4 feet
MBA,138,6,0,,1,rough interdigital skin all 4 feet
MBA,138,7,0,,0,
MBA,138,8,0,,0,
MBA,138,9,1,old lesion ? Size dorsal tongue,0,
MBA,138,10,1,"old lesion dorsal tongue, LHS, 1.5x1cm",0,
VBM,139,1,0,,1,granulating lesions interdigital skin 2 fore feet
VBM,139,2,0,,0,
VBM,139,3,0,,0,
VBM,139,4,0,,1,puffy interdigital skin all 4 feet
VBM,139,5,1,"old lesion dorsal tongue, RHS, 1.5x0.5cm",1,puffy interdigital skin all 4 feet
VBM,139,6,0,,0,
VBM,139,7,0,,0,
VBM,139,8,0,,0,
VBM,139,9,0,,0,
VBM,139,10,0,,1,puffy interdigital skin all 4 feet
VBM,140,1,1,old lesion RS 1.5x1cm,0,
VBM,140,2,0,,0,
VBM,140,3,0,,1,puffy interdigital skin 2 hind feet
VBM,140,4,0,,0,
VBM,140,5,0,,1,break in the growth of the hooves all 4 feet
VBM,140,6,0,,1,puffy interdigital skin 2 fore feet
VBM,140,7,0,,0,
VBM,140,8,0,,0,
VBM,140,9,0,,0,
VBM,140,10,0,,0,
VMB,141,1,1,"old lesion dorsal tongue 2x2cm, RHS dorsum, 1x1cm",1,break in the growth of hooves all 4 feet
VMB,141,2,1,"old lesion dorsal tongue RHS, 2x2cm",1,break in the growth of hooves all 4 feet
VMB,141,3,0,,1,thick interdigital skin on 2 hind feet and break in growth of hooves on all 4 feet
VMB,141,4,0,,0,
VMB,141,5,0,,0,
VMB,141,6,0,,0,
VMB,141,7,0,,0,
VMB,141,8,0,,1,rough interdigital skin on all 4 feet
VMB,141,9,1,crescent cut anterior to dorsum on tongue 2cm long,1,break in growth of hooves on 2 fore feet
VMB,141,10,1,"old leison RHS, 0.5x0.5cm; LHS, 0.5x0.5cm",1,break in growth of hooves on all 4 feet
VMU,142,1,1,"old lesion LhS dorsal tongue, 2x1cm",0,
VMU,142,2,0,,0,
VMU,142,3,0,,0,
VMU,142,4,0,,0,
VMU,142,5,0,,0,
VMU,142,6,0,,0,
VMU,142,7,0,,0,
VMU,142,8,0,,0,
VMU,142,9,0,,0,
VMU,142,10,0,,0,
VMU,143,1,0,,1,small wound between hooves RH
VMU,143,2,0,,1,break in growth of hooves all 4 feet
VMU,143,3,0,,0,
VMU,143,4,0,,0,
VMU,143,5,0,,1,break in the growth of hooves 2 hind feet
VMU,143,6,0,,0,
VMU,143,7,0,,1,break in the growth of the hooves all 4 feet
VMU,143,8,0,,0,
VMU,143,9,0,,0,
VMU,143,10,0,,0,
VMU,144,1,0,,0,
VMU,144,2,0,,0,
VMU,144,3,0,,0,
VMU,144,4,0,,0,
VMU,144,5,0,,0,
VMU,144,6,0,,0,
VMU,144,7,0,,0,
VMU,144,8,0,,0,
VMU,144,9,0,,0,
VMU,144,10,0,,0,
VMU,145,1,0,,0,
VMU,145,2,0,,1,rough interdigital skin all 4 feet
VMU,145,3,0,,0,
VMU,145,4,0,,0,
VMU,145,5,0,,0,
VMU,145,6,0,,0,
VMU,145,7,0,,0,
VMU,145,8,0,,1,healing wound interdigital area LH
VMU,145,9,0,,0,
VMU,145,10,0,,0,
VMU,146,1,0,,1,thick roughened interdigital skin on RF foot
VMU,146,2,0,,0,
VMU,146,3,0,,0,
VMU,146,4,0,,0,
VMU,146,5,0,,0,
VMU,146,6,0,,0,
VMU,146,7,0,,0,
VMU,146,8,0,,0,
VMU,146,9,0,,0,
VMU,146,10,0,,0,
VMU,147,1,0,,0,
VMU,147,2,1,"old lesion dorsal tongue, 1x1cm",0,
VMU,147,3,0,,0,
VMU,147,4,0,,0,
VMU,147,5,1,"old lesion base of tongue, 5x3cm",0,
VMU,147,6,0,,0,
VMU,147,7,0,,0,
VMU,147,8,0,,0,
VMU,147,9,0,,0,
VMU,147,10,0,,0,
VMM,148,1,0,,0,
VMM,148,2,0,,0,
VMM,148,3,1,"old lesion dorsal tongue, 2x1cm",0,
VMM,148,4,0,,0,
VMM,148,5,0,,0,
VMM,148,6,0,,0,
VMM,148,7,0,,0,
VMM,148,8,0,,0,
VMM,148,9,0,,0,
VMM,148,10,0,,0,
VGH,149,1,0,,1,break in the growth of hooves 2 hind feet
VGH,149,2,0,,1,break in the growth of hooves all 4 feet
VGH,149,3,0,,0,
VGH,149,4,0,,1,slightly puffy interdigital skin all 4 feet
VGH,149,5,0,,1,break in growth of hooves all 4 feet
VGH,149,6,0,,0,
VGH,149,7,0,,0,
VMB,150,1,1,crescent shaped cut on dorsal tongue 3cm long,1,break in the growth of hooves and slightly puffy interdigital skin all 4 feet
VMB,150,2,1,"old lesion dorsal tongue RHS, 0.5x0.5cm",1,break in the growth of hooves all 4 feet
VMB,150,3,0,,0,
VMB,150,4,0,,1,break in the growth of hooves and puffy interdigital skin all 4 feet
VMB,150,5,0,,1,break in the growth of hooves and puffy interdigital skin all 4 feet
VMB,150,6,1,"wound 1.5cm long dental pad; old lesion dorsal tongue, o.5x0.5cm",1,break in the growth of hooves and puffy interdigital skin all 4 feet
VMB,150,7,0,,1,break in the growth of hooves and puffy interdigital skin all 4 feet
VMB,150,8,1,"old lesion dorsal tongue, 0.5x0.5cm",1,break in the growth of hooves and puffy interdigital skin all 4 feet
VMB,150,9,0,,1,break in the growth of the hooves and coronary band very pronounced all 4 feet
VMB,150,10,0,,1,break in the growth of hooves and puffy interdigital skin all 4 feet
VMB,151,1,0,,0,
VMB,151,2,1,"healing cut on dental pad, 1.5cm long",1,granulating interdigital lesion on all 4 feet
VMB,151,3,0,,0,
VMB,151,4,0,,0,
VMB,151,5,0,,1,break in the growth of hooves all 4 feet
VMB,151,6,0,,1,puffy interdigital skin all 4 feet
VMB,151,7,0,,1,break in the growth of he hooves all 4 feet
VMB,151,8,1,"old lesion RHS dorsal tongue, 1x1cm",1,granulating lesion interdigital skin LH; re-epithelisied interdigital skin 2 fore feet
VMB,151,9,1,"old lesion dorsal tongue, 0.5x0.5cm",1,thickened interdigital skin RH; granulating interdigital lesions 2 fore feet
VMB,151,10,0,,0,
VBM,152,1,0,,0,
VBM,152,2,1,"old lesion RHS dorsal tongue, 0.5x0.5cm",0,
VBM,152,3,0,,1,break in the growth of the hooves all 4 feet
VBM,152,4,0,,1,slightly puffy interdigital skin all 4 feet
VBM,152,5,0,,0,
VBM,152,6,0,,0,
VBM,152,7,0,,0,
VBM,152,8,0,,1,break in the growth of the hooves all 4 feet
VBM,152,9,0,,1,break in the growth of the hooves all 4 feet
VBM,152,10,0,,0,
VBM,153,1,1,"crescent shaped cut base of tongue 1.5cm long; old lesion dorsal tongue, 2x1.5cm",1,break in growth of the hooves all 4 feet
VBM,153,2,0,,0,
VBM,153,3,0,,1,break in the growth of the hooves all 4 feet
VBM,153,4,1,"old lesion dorsal tongue LHS, 2x2cm; LHS, 1.5x1.5cm",1,break in the growth of the hooves all 4 feet
VBM,153,5,0,,1,break in the growth of the hooves all 4 feet
VBM,153,6,0,,0,
VBM,153,7,1,"old lesion tip of dorsal tongue, 0.5x0.5cm",1,break in the growth of the hooves all 4 feet
VBM,153,8,1,"old lesion dorsal tongue, RHS, 1.5x1.5cm",1,break in the growth of the hooves all 4 feet
VBM,153,9,0,,1,break in the growth of the hooves all 4 feet
VBM,153,10,1,"old lesion dorsal tongue, LHS, 0.5x0.5cm",0,
